consumer_id,rank,score,title,body,keyword,url,title_length,body_length,cuisines_preference,foods_preference,taste_preference,dietary_preference,price_sensitivity,promo_usage_pct,is_value_conscious,dd_user_locale,language,locale_applied,locale_score,title_localized,body_localized,title_length_localized,body_length_localized
1193328057,2,96,Skip the schlep,"Get dumplings, rice dishes, and bold flavors delivered from top spots",Chinese food,https://www.doordash.com/search/store/Chinese%20food?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,15,69,"Chinese (Sichuan, Mandarin), Korean, Thai, Japanese, Mexican – primary focus on authentic Chinese and Korean dishes with","Rice bowls, noodle soups, dumplings, fajitas, and mixed salads – with recurrent orders of lunch combos and dinner entree","Robust umami flavors with moderate spiciness and savory profiles, frequently enhanced by garlic and ",none: no consistent modifications clearly indicating a dedicated health‐restricted or plant‐only regimen,Balanced Spender – average order subtotals ranging between $28 and $47 with a moderate promo redemption rate of 30.72%,0.0,False,en-US,en-US,en-US,0,Skip the schlep,"Get dumplings, rice dishes, and bold flavors delivered from top spots",15,69
1193328057,3,94,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,rice bowls,https://www.doordash.com/search/store/rice%20bowls?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,17,65,"Chinese (Sichuan, Mandarin), Korean, Thai, Japanese, Mexican – primary focus on authentic Chinese and Korean dishes with","Rice bowls, noodle soups, dumplings, fajitas, and mixed salads – with recurrent orders of lunch combos and dinner entree","Robust umami flavors with moderate spiciness and savory profiles, frequently enhanced by garlic and ",none: no consistent modifications clearly indicating a dedicated health‐restricted or plant‐only regimen,Balanced Spender – average order subtotals ranging between $28 and $47 with a moderate promo redemption rate of 30.72%,0.0,False,en-US,en-US,en-US,0,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,17,65
1193328057,4,90,Taco time,"Fresh tacos, burritos, and more ready to order from nearby favorites",Mexican,https://www.doordash.com/search/store/Mexican?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,9,68,"Chinese (Sichuan, Mandarin), Korean, Thai, Japanese, Mexican – primary focus on authentic Chinese and Korean dishes with","Rice bowls, noodle soups, dumplings, fajitas, and mixed salads – with recurrent orders of lunch combos and dinner entree","Robust umami flavors with moderate spiciness and savory profiles, frequently enhanced by garlic and ",none: no consistent modifications clearly indicating a dedicated health‐restricted or plant‐only regimen,Balanced Spender – average order subtotals ranging between $28 and $47 with a moderate promo redemption rate of 30.72%,0.0,False,en-US,en-US,en-US,0,Taco time,"Fresh tacos, burritos, and more ready to order from nearby favorites",9,68
1193328057,5,84,Sushi and ramen ready,Fresh rolls and rich broths from spots you'll want to reorder,Japanese food,https://www.doordash.com/search/store/Japanese%20food?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,21,61,"Chinese (Sichuan, Mandarin), Korean, Thai, Japanese, Mexican – primary focus on authentic Chinese and Korean dishes with","Rice bowls, noodle soups, dumplings, fajitas, and mixed salads – with recurrent orders of lunch combos and dinner entree","Robust umami flavors with moderate spiciness and savory profiles, frequently enhanced by garlic and ",none: no consistent modifications clearly indicating a dedicated health‐restricted or plant‐only regimen,Balanced Spender – average order subtotals ranging between $28 and $47 with a moderate promo redemption rate of 30.72%,0.0,False,en-US,en-US,en-US,0,Sushi and ramen ready,Fresh rolls and rich broths from spots you'll want to reorder,21,61
1193328057,6,82,Curry cravings,Get bold Thai curries and stir-fries delivered in 30 min,Thai food,https://www.doordash.com/search/store/Thai%20food?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,14,56,"Chinese (Sichuan, Mandarin), Korean, Thai, Japanese, Mexican – primary focus on authentic Chinese and Korean dishes with","Rice bowls, noodle soups, dumplings, fajitas, and mixed salads – with recurrent orders of lunch combos and dinner entree","Robust umami flavors with moderate spiciness and savory profiles, frequently enhanced by garlic and ",none: no consistent modifications clearly indicating a dedicated health‐restricted or plant‐only regimen,Balanced Spender – average order subtotals ranging between $28 and $47 with a moderate promo redemption rate of 30.72%,0.0,False,en-US,en-US,en-US,0,Curry cravings,Get bold Thai curries and stir-fries delivered in 30 min,14,56
1193328057,7,82,Korean favorites nearby,"From bibimbap to Korean fried chicken, flavors you'll love",Korean food,https://www.doordash.com/search/store/Korean%20food?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,23,58,"Chinese (Sichuan, Mandarin), Korean, Thai, Japanese, Mexican – primary focus on authentic Chinese and Korean dishes with","Rice bowls, noodle soups, dumplings, fajitas, and mixed salads – with recurrent orders of lunch combos and dinner entree","Robust umami flavors with moderate spiciness and savory profiles, frequently enhanced by garlic and ",none: no consistent modifications clearly indicating a dedicated health‐restricted or plant‐only regimen,Balanced Spender – average order subtotals ranging between $28 and $47 with a moderate promo redemption rate of 30.72%,0.0,False,en-US,en-US,en-US,0,Korean favorites nearby,"From bibimbap to Korean fried chicken, flavors you'll love",23,58
1193328057,8,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,20,52,"Chinese (Sichuan, Mandarin), Korean, Thai, Japanese, Mexican – primary focus on authentic Chinese and Korean dishes with","Rice bowls, noodle soups, dumplings, fajitas, and mixed salads – with recurrent orders of lunch combos and dinner entree","Robust umami flavors with moderate spiciness and savory profiles, frequently enhanced by garlic and ",none: no consistent modifications clearly indicating a dedicated health‐restricted or plant‐only regimen,Balanced Spender – average order subtotals ranging between $28 and $47 with a moderate promo redemption rate of 30.72%,0.0,False,en-US,en-US,en-US,0,Your go-tos are here,Reorder favorites or find something new worth trying,20,52
1193328057,9,80,Fresh bowls nearby,Build your perfect meal with options that keep it light,healthy food,https://www.doordash.com/search/store/healthy%20food?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,18,55,"Chinese (Sichuan, Mandarin), Korean, Thai, Japanese, Mexican – primary focus on authentic Chinese and Korean dishes with","Rice bowls, noodle soups, dumplings, fajitas, and mixed salads – with recurrent orders of lunch combos and dinner entree","Robust umami flavors with moderate spiciness and savory profiles, frequently enhanced by garlic and ",none: no consistent modifications clearly indicating a dedicated health‐restricted or plant‐only regimen,Balanced Spender – average order subtotals ranging between $28 and $47 with a moderate promo redemption rate of 30.72%,0.0,False,en-US,en-US,en-US,0,Fresh bowls nearby,Build your perfect meal with options that keep it light,18,55
1036295588,1,98,Noodle cravings covered,🍜 Hot bowls and hand-pulled options ready from spots you'll love,noodles,https://www.doordash.com/search/store/noodles?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,23,64,"American (fast food, McDonald's), Chinese (Sichuan, Shanghainese), Vietnamese, Korean, Italian (pizza)","Chicken sandwiches, chicken nuggets, pho, dumplings, noodles, and occasional specialty items like scallion pancakes","Savory, classic fast food and comfort flavors with occasional spicy Chinese and Vietnamese influence",none: orders do not show consistent modifications for dietary restrictions,Balanced Spender: average order subtotals around $17-$25 with 25% orders using promotions,0.0,False,en-CA,en-US,en-CA,1,Noodle cravings covered,🍜 Hot bowls and hand-pulled options ready from spots you'll love,23,64
1036295588,2,96,Skip the schlep,"Get dumplings, rice dishes, and bold flavors delivered from top spots",Chinese food,https://www.doordash.com/search/store/Chinese%20food?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,15,69,"American (fast food, McDonald's), Chinese (Sichuan, Shanghainese), Vietnamese, Korean, Italian (pizza)","Chicken sandwiches, chicken nuggets, pho, dumplings, noodles, and occasional specialty items like scallion pancakes","Savory, classic fast food and comfort flavors with occasional spicy Chinese and Vietnamese influence",none: orders do not show consistent modifications for dietary restrictions,Balanced Spender: average order subtotals around $17-$25 with 25% orders using promotions,0.0,False,en-CA,en-US,en-CA,1,Skip the schlep,"Get dumplings, rice dishes, and bold flavours delivered from top spots",15,70
1036295588,3,92,Heat seekers wanted,Get bold flavors from restaurants that bring it,spicy food,https://www.doordash.com/search/store/spicy%20food?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,19,47,"American (fast food, McDonald's), Chinese (Sichuan, Shanghainese), Vietnamese, Korean, Italian (pizza)","Chicken sandwiches, chicken nuggets, pho, dumplings, noodles, and occasional specialty items like scallion pancakes","Savory, classic fast food and comfort flavors with occasional spicy Chinese and Vietnamese influence",none: orders do not show consistent modifications for dietary restrictions,Balanced Spender: average order subtotals around $17-$25 with 25% orders using promotions,0.0,False,en-CA,en-US,en-CA,1,Heat seekers wanted,Get bold flavours from restaurants that bring it,19,48
1036295588,4,88,Pizza. Done,"Thin crust to deep dish, they're all just a tap away",pizza,https://www.doordash.com/search/store/pizza?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,11,52,"American (fast food, McDonald's), Chinese (Sichuan, Shanghainese), Vietnamese, Korean, Italian (pizza)","Chicken sandwiches, chicken nuggets, pho, dumplings, noodles, and occasional specialty items like scallion pancakes","Savory, classic fast food and comfort flavors with occasional spicy Chinese and Vietnamese influence",none: orders do not show consistent modifications for dietary restrictions,Balanced Spender: average order subtotals around $17-$25 with 25% orders using promotions,0.0,False,en-CA,en-US,en-CA,1,Pizza. Done,"Thin crust to deep dish, they're all just a tap away",11,52
1036295588,5,86,Burgers your way,"Classic or loaded, get them delivered hot and ready",burgers,https://www.doordash.com/search/store/burgers?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,16,51,"American (fast food, McDonald's), Chinese (Sichuan, Shanghainese), Vietnamese, Korean, Italian (pizza)","Chicken sandwiches, chicken nuggets, pho, dumplings, noodles, and occasional specialty items like scallion pancakes","Savory, classic fast food and comfort flavors with occasional spicy Chinese and Vietnamese influence",none: orders do not show consistent modifications for dietary restrictions,Balanced Spender: average order subtotals around $17-$25 with 25% orders using promotions,0.0,False,en-CA,en-US,en-CA,1,Burgers your way,"Classic or loaded, get them delivered hot and ready",16,51
1036295588,6,82,Pho and more,Fresh Vietnamese flavors from noodle soups to banh mi sandwiches,Vietnamese food,https://www.doordash.com/search/store/Vietnamese%20food?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,12,64,"American (fast food, McDonald's), Chinese (Sichuan, Shanghainese), Vietnamese, Korean, Italian (pizza)","Chicken sandwiches, chicken nuggets, pho, dumplings, noodles, and occasional specialty items like scallion pancakes","Savory, classic fast food and comfort flavors with occasional spicy Chinese and Vietnamese influence",none: orders do not show consistent modifications for dietary restrictions,Balanced Spender: average order subtotals around $17-$25 with 25% orders using promotions,0.0,False,en-CA,en-US,en-CA,1,Pho and more,Fresh Vietnamese flavours from noodle soups to banh mi sandwiches,12,65
1036295588,7,82,Korean favorites nearby,"From bibimbap to Korean fried chicken, flavors you'll love",Korean food,https://www.doordash.com/search/store/Korean%20food?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,23,58,"American (fast food, McDonald's), Chinese (Sichuan, Shanghainese), Vietnamese, Korean, Italian (pizza)","Chicken sandwiches, chicken nuggets, pho, dumplings, noodles, and occasional specialty items like scallion pancakes","Savory, classic fast food and comfort flavors with occasional spicy Chinese and Vietnamese influence",none: orders do not show consistent modifications for dietary restrictions,Balanced Spender: average order subtotals around $17-$25 with 25% orders using promotions,0.0,False,en-CA,en-US,en-CA,1,Korean favorites nearby,"From bibimbap to Korean fried chicken, flavours you'll love",23,59
1036295588,8,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,20,52,"American (fast food, McDonald's), Chinese (Sichuan, Shanghainese), Vietnamese, Korean, Italian (pizza)","Chicken sandwiches, chicken nuggets, pho, dumplings, noodles, and occasional specialty items like scallion pancakes","Savory, classic fast food and comfort flavors with occasional spicy Chinese and Vietnamese influence",none: orders do not show consistent modifications for dietary restrictions,Balanced Spender: average order subtotals around $17-$25 with 25% orders using promotions,0.0,False,en-CA,en-US,en-CA,1,Your go-tos are here,Reorder favourites or find something new worth trying,20,53
1860023262,1,98,Noodle cravings covered,🍜 Hot bowls and hand-pulled options ready from spots you'll love,noodles,https://www.doordash.com/search/store/noodles?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,23,64,"American (fast‐casual, comfort food), Thai (traditional curries and stir‐fried noodles), Mediterranean (Middle Eastern s","Customizable rice/burrito bowls, salads, and donburi complemented by spicy wings and hearty breakfast items, with occasi","Savory, spicy and robust flavor profiles with frequent requests for extra sauce or spice modificatio",High-Protein: recurring extra chicken and protein add-ons with customizations aimed at lean protein enhancement,Balanced Spender: typical subtotals around $20-$30 with a 26.45% promo redemption rate indicating moderate price awarene,26.45,True,en-US,en-US,en-US,0,Noodle cravings covered,🍜 Hot bowls and hand-pulled options ready from spots you'll love,23,64
1860023262,2,95,Deal dropped. You're up,Save on restaurants you order from most with deals ready now,food deals,https://www.doordash.com/search/store/food%20deals?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,23,60,"American (fast‐casual, comfort food), Thai (traditional curries and stir‐fried noodles), Mediterranean (Middle Eastern s","Customizable rice/burrito bowls, salads, and donburi complemented by spicy wings and hearty breakfast items, with occasi","Savory, spicy and robust flavor profiles with frequent requests for extra sauce or spice modificatio",High-Protein: recurring extra chicken and protein add-ons with customizations aimed at lean protein enhancement,Balanced Spender: typical subtotals around $20-$30 with a 26.45% promo redemption rate indicating moderate price awarene,26.45,True,en-US,en-US,en-US,0,Deal dropped. You're up,Save on restaurants you order from most with deals ready now,23,60
1860023262,3,94,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,rice bowls,https://www.doordash.com/search/store/rice%20bowls?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,17,65,"American (fast‐casual, comfort food), Thai (traditional curries and stir‐fried noodles), Mediterranean (Middle Eastern s","Customizable rice/burrito bowls, salads, and donburi complemented by spicy wings and hearty breakfast items, with occasi","Savory, spicy and robust flavor profiles with frequent requests for extra sauce or spice modificatio",High-Protein: recurring extra chicken and protein add-ons with customizations aimed at lean protein enhancement,Balanced Spender: typical subtotals around $20-$30 with a 26.45% promo redemption rate indicating moderate price awarene,26.45,True,en-US,en-US,en-US,0,You pick. We roll,Build your perfect bowl with fresh ingredients from places nearby,17,65
1860023262,4,93,$0 delivery fee,Skip the fee on orders from top-rated spots near you,free delivery,https://www.doordash.com/search/store/free%20delivery?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,15,52,"American (fast‐casual, comfort food), Thai (traditional curries and stir‐fried noodles), Mediterranean (Middle Eastern s","Customizable rice/burrito bowls, salads, and donburi complemented by spicy wings and hearty breakfast items, with occasi","Savory, spicy and robust flavor profiles with frequent requests for extra sauce or spice modificatio",High-Protein: recurring extra chicken and protein add-ons with customizations aimed at lean protein enhancement,Balanced Spender: typical subtotals around $20-$30 with a 26.45% promo redemption rate indicating moderate price awarene,26.45,True,en-US,en-US,en-US,0,$0 delivery fee,Skip the fee on orders from top-rated spots near you,15,52
1860023262,5,92,Heat seekers wanted,Get bold flavors from restaurants that bring it,spicy food,https://www.doordash.com/search/store/spicy%20food?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,19,47,"American (fast‐casual, comfort food), Thai (traditional curries and stir‐fried noodles), Mediterranean (Middle Eastern s","Customizable rice/burrito bowls, salads, and donburi complemented by spicy wings and hearty breakfast items, with occasi","Savory, spicy and robust flavor profiles with frequent requests for extra sauce or spice modificatio",High-Protein: recurring extra chicken and protein add-ons with customizations aimed at lean protein enhancement,Balanced Spender: typical subtotals around $20-$30 with a 26.45% promo redemption rate indicating moderate price awarene,26.45,True,en-US,en-US,en-US,0,Heat seekers wanted,Get bold flavors from restaurants that bring it,19,47
1860023262,6,90,Taco time,"Fresh tacos, burritos, and more ready to order from nearby favorites",Mexican,https://www.doordash.com/search/store/Mexican?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,9,68,"American (fast‐casual, comfort food), Thai (traditional curries and stir‐fried noodles), Mediterranean (Middle Eastern s","Customizable rice/burrito bowls, salads, and donburi complemented by spicy wings and hearty breakfast items, with occasi","Savory, spicy and robust flavor profiles with frequent requests for extra sauce or spice modificatio",High-Protein: recurring extra chicken and protein add-ons with customizations aimed at lean protein enhancement,Balanced Spender: typical subtotals around $20-$30 with a 26.45% promo redemption rate indicating moderate price awarene,26.45,True,en-US,en-US,en-US,0,Taco time,"Fresh tacos, burritos, and more ready to order from nearby favorites",9,68
1860023262,7,88,Pizza. Done,"Thin crust to deep dish, they're all just a tap away",pizza,https://www.doordash.com/search/store/pizza?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,11,52,"American (fast‐casual, comfort food), Thai (traditional curries and stir‐fried noodles), Mediterranean (Middle Eastern s","Customizable rice/burrito bowls, salads, and donburi complemented by spicy wings and hearty breakfast items, with occasi","Savory, spicy and robust flavor profiles with frequent requests for extra sauce or spice modificatio",High-Protein: recurring extra chicken and protein add-ons with customizations aimed at lean protein enhancement,Balanced Spender: typical subtotals around $20-$30 with a 26.45% promo redemption rate indicating moderate price awarene,26.45,True,en-US,en-US,en-US,0,Pizza. Done,"Thin crust to deep dish, they're all just a tap away",11,52
1860023262,8,82,Curry cravings,Get bold Thai curries and stir-fries delivered in 30 min,Thai food,https://www.doordash.com/search/store/Thai%20food?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,14,56,"American (fast‐casual, comfort food), Thai (traditional curries and stir‐fried noodles), Mediterranean (Middle Eastern s","Customizable rice/burrito bowls, salads, and donburi complemented by spicy wings and hearty breakfast items, with occasi","Savory, spicy and robust flavor profiles with frequent requests for extra sauce or spice modificatio",High-Protein: recurring extra chicken and protein add-ons with customizations aimed at lean protein enhancement,Balanced Spender: typical subtotals around $20-$30 with a 26.45% promo redemption rate indicating moderate price awarene,26.45,True,en-US,en-US,en-US,0,Curry cravings,Get bold Thai curries and stir-fries delivered in 30 min,14,56
1860023262,9,80,Your go-tos are here,Reorder favorites or find something new worth trying,restaurants,https://www.doordash.com/search/store/restaurants?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,20,52,"American (fast‐casual, comfort food), Thai (traditional curries and stir‐fried noodles), Mediterranean (Middle Eastern s","Customizable rice/burrito bowls, salads, and donburi complemented by spicy wings and hearty breakfast items, with occasi","Savory, spicy and robust flavor profiles with frequent requests for extra sauce or spice modificatio",High-Protein: recurring extra chicken and protein add-ons with customizations aimed at lean protein enhancement,Balanced Spender: typical subtotals around $20-$30 with a 26.45% promo redemption rate indicating moderate price awarene,26.45,True,en-US,en-US,en-US,0,Your go-tos are here,Reorder favorites or find something new worth trying,20,52
1860023262,10,80,Fresh bowls nearby,Build your perfect meal with options that keep it light,healthy food,https://www.doordash.com/search/store/healthy%20food?event_type=search&filterQuery-vertical_ids=1&filterQuery-deals-fill=true,18,55,"American (fast‐casual, comfort food), Thai (traditional curries and stir‐fried noodles), Mediterranean (Middle Eastern s","Customizable rice/burrito bowls, salads, and donburi complemented by spicy wings and hearty breakfast items, with occasi","Savory, spicy and robust flavor profiles with frequent requests for extra sauce or spice modificatio",High-Protein: recurring extra chicken and protein add-ons with customizations aimed at lean protein enhancement,Balanced Spender: typical subtotals around $20-$30 with a 26.45% promo redemption rate indicating moderate price awarene,26.45,True,en-US,en-US,en-US,0,Fresh bowls nearby,Build your perfect meal with options that keep it light,18,55
